1.27701	-1.36456	23.5913
-0.760595	-0.360631	19.3671
0.58143	1.15407	22.1947
-0.424558	-0.384669	23.065
0.629101	-1.49481	23.3456
0.302119	-0.436468	20.2333
-1.31864	-0.308856	21.2569
1.76956	-0.805571	21.4503
-0.533196	-0.436258	22.3738
0.133481	1.91805	20.1637
-1.48011	1.35547	23.3282
-1.83912	1.74001	24.3851
0.249826	-1.90071	23.7769
-0.264584	-1.31691	23.8652
0.557111	0.975457	22.6948
-1.45003	-1.11791	25.4508
1.9153	-0.599446	25.6555
1.78783	-0.57526	26.1166
1.1512	1.9803	23.6728
0.547659	-0.871073	22.1777
-0.0431399	-1.77491	20.9312
0.714547	-1.94634	22.1615
1.44239	-1.18546	21.8641
1.77128	0.515066	26.4488
0.634851	-0.776189	21.5037
-1.58703	-0.579118	24.5872
0.969936	-1.597	23.7955
-0.356106	-1.76611	22.3375
1.35916	-0.517794	22.5554
1.02027	0.0692355	20.2958
0.796429	0.757196	21.0836
1.40961	1.68062	26.0768
1.61733	-1.02462	25.5255
0.0116756	0.662461	18.5669
0.619037	-1.59563	22.2833
-0.0472022	-1.6644	21.6585
-1.55284	-0.616367	24.481
-1.10052	-0.591645	21.161
1.64669	-1.96959	28.5728
1.23323	0.646041	24.0116
-1.12064	-0.0502877	19.5817
0.560085	-0.592243	21.3092
-1.90632	-1.68413	26.822
-0.479367	1.34513	22.8857
0.391458	-1.98836	23.647
-0.443	-1.32628	21.4847
0.17052	1.47595	23.6259
0.320227	-1.21881	21.6022
-1.70607	-0.901556	23.6449
-1.52926	0.663747	23.0642
0.493284	-1.21202	22.0256
1.17797	0.429429	22.038
1.47693	-0.201543	24.9737
-1.67688	1.35281	26.4581
0.387413	-1.16618	21.7675
-0.973574	-1.43579	24.3194
1.11459	-0.202823	20.0371
0.0878909	-0.308376	18.4335
-1.03913	0.120272	18.4267
0.837263	-1.34349	21.8628
0.35055	-1.28342	23.2461
0.681456	-0.495731	21.2422
-0.656249	0.714592	20.6316
0.191092	-1.05661	21.4421
0.188328	1.6149	23.016
-1.51304	-0.215408	22.8855
-0.559682	0.283681	21.7496
-0.383519	-0.850524	20.6035
1.1614	1.60415	24.9128
-0.515237	1.75231	24.5601
-1.20785	-0.733683	20.0908
1.44506	1.10487	23.4593
-0.327349	0.511683	21.8334
1.00207	-1.21276	23.155
0.55829	-0.803001	20.7008
-0.0870553	-0.228378	19.833
0.197821	1.11127	19.9848
-1.57621	0.878886	22.2492
0.633963	1.37704	25.3381
-1.42502	-1.99682	27.982
-0.070532	-0.144245	18.6908
-1.99205	0.610261	21.9414
-0.316933	-1.50921	21.6441
