1.12011	-0.356303	0.318777	-1.4402	-0.39593	51.288
0.509268	-0.703396	-1.02096	0.779021	0.37561	49.6327
0.527168	-0.238971	-1.66509	0.849321	-0.288546	51.6929
-0.808878	-0.0316609	0.961186	-0.569084	-0.33116	55.6945
1.10802	-1.88807	-1.30437	-1.38367	-1.69165	65.4488
1.55946	1.00151	0.773613	0.0470535	-0.142928	56.4403
0.273723	-0.789802	-0.0107648	0.733052	1.66679	57.2699
-1.56428	-0.0180329	-1.06866	-0.252557	1.00617	50.5919
-0.636816	0.757088	1.47748	-0.928785	-0.173008	54.2858
-0.926875	1.34821	-0.917941	0.120248	-1.29851	57.8929
-0.740134	1.56444	-1.27865	-0.0227352	-1.15081	53.3201
0.0835075	-1.3596	1.67623	1.97716	-0.0918098	56.972
0.0466189	1.63908	-1.1265	-0.547584	1.41989	58.2311
0.845567	-0.428222	-1.07479	-0.479301	0.196648	49.8065
0.226876	-1.98346	0.55209	-1.76941	-1.82789	57.579
1.5002	-0.82965	1.05107	-0.528539	1.49401	52.8797
-1.22732	-0.82523	1.27171	0.237949	0.711702	54.6097
1.23651	1.47429	-0.32803	-1.76425	-0.086164	57.9304
0.0846377	0.322528	-0.763204	1.67953	0.62139	55.0928
-0.603034	0.164376	-0.203786	-0.870716	-0.816494	48.7319
1.49248	-1.32845	1.94991	-0.60234	1.30482	59.0582
-1.73815	-1.97859	1.54778	1.64527	-1.20237	63.2012
-1.88979	1.26934	-1.03269	-1.77567	-1.72976	60.7329
-0.104513	0.0377171	-0.332819	-0.976628	-0.473952	49.0314
-1.23931	-0.0473021	0.00947858	-0.386581	-1.27562	50.1218
-1.80788	0.418765	-0.936355	1.52539	0.336184	55.5445
-0.0901581	-1.31394	-1.77352	-1.37186	-0.64553	62.5125
-0.237428	0.735372	-1.17651	0.465735	1.69789	55.947
-0.267577	-0.0226797	-0.0170381	-0.517112	1.68851	48.4729
1.36511	0.622104	-0.14926	0.260045	-0.304338	55.2298
-0.847152	-0.944077	0.762953	1.33135	0.369566	50.9945
-0.13391	0.69464	-0.434083	0.808417	1.86279	49.4973
1.682	-0.784144	-0.0279891	1.91744	-0.705967	56.8038
-1.24173	-0.779084	-0.623552	0.718121	-1.78474	54.9999
1.22642	0.411801	0.620853	0.990639	0.142505	54.9799
-1.56337	-0.0152148	-1.31063	0.735957	0.119301	53.8285
-1.51476	-0.21514	-1.83626	-0.797933	-0.362438	53.0991
-0.509922	-0.640119	1.25028	0.112822	0.215308	48.1876
-1.53117	1.13842	-0.261655	-1.69111	-1.27275	60.2839
0.0840435	-0.0826633	-0.74583	-1.60132	0.386211	49.9488
0.84997	0.734462	1.78648	1.65293	-1.79498	59.9841
-0.478738	0.255426	-1.46971	0.300541	-0.709729	56.1744
1.93571	0.302663	0.518911	-0.395951	0.97852	58.1945
-0.395256	1.0619	1.92972	-1.32753	-0.101621	50.4206
0.60657	1.81559	-0.0919991	1.51557	1.16883	56.815
-0.93857	1.04975	1.29095	-0.588031	1.89693	50.9813
0.700933	0.797519	-0.161612	-1.72106	1.99192	55.6125
0.551004	-1.72739	-1.41545	1.35565	-0.89122	54.9393
0.614093	-0.580388	0.861027	0.513126	1.87005	53.6884
-0.87433	-1.01442	-1.68993	1.5683	-1.86182	56.5316
-0.0340993	-1.99638	1.55679	-0.64241	0.523273	55.3651
-0.677174	1.55596	0.91729	-1.62272	0.826805	60.1157
0.0539574	0.0873632	0.317989	1.349	-0.596951	48.1241
1.64556	-0.398352	-0.441081	-0.390941	-1.58403	54.9299
-0.136291	0.592285	-0.809225	1.56936	-0.0857162	51.7595
-0.870549	-0.32584	-0.336414	1.08523	0.951806	48.4426
0.978141	-0.662757	0.167878	0.320209	-1.7103	55.2461
0.717744	0.881423	0.209922	0.0198514	-1.66912	53.8906
0.322425	0.515737	0.346725	0.890808	-1.66245	60.8243
1.92219	-1.51447	-1.5538	0.023217	-0.22006	58.915
-1.28347	0.205882	0.249283	-0.274056	-0.55774	53.154
0.0746436	-0.353366	-1.88217	-1.78413	-1.53188	58.9445
0.513882	-0.282162	-1.4836	-0.513457	1.09608	54.1196
0.969545	-1.72985	0.827317	-0.720753	1.92201	53.4
0.0965116	1.29484	-0.306677	0.324761	1.00914	54.7712
-0.417822	-0.136657	1.16312	1.21946	-1.33291	57.5545
1.08047	-0.122589	1.70168	-0.676833	-0.780232	57.8937
-0.06311	1.69963	-1.41964	0.720628	1.22457	61.2206
-1.76959	-0.45671	0.932916	-1.4566	0.268328	54.5395
-1.90738	-1.93017	-0.108962	1.37641	1.54839	65.6853
-0.797476	1.75506	0.353297	-1.60514	-1.61463	55.3685
0.262444	1.02695	-1.44357	-0.510103	1.95373	57.9284
-1.7493	0.626891	-1.36352	1.64024	-0.419606	65.9312
