0.787658	7.63035
7.23654	25.4108
6.58727	18.3088
5.92921	10.6422
3.77247	1.42867
8.33516	29.9651
5.67907	8.32457
5.8696	11.1196
1.94281	12.8656
9.20606	30.1024
8.86868	30.7393
7.63992	29.9621
6.70375	21.6542
8.15986	32.8449
6.61087	19.4075
1.40046	12.3185
2.93007	6.5458
2.11855	12.2016
4.11347	0.075857
9.70934	29.0936
4.61816	-0.0315649
6.37192	16.2917
2.1557	11.2727
8.81812	31.8869
4.29595	-0.231627
5.64152	6.82118
2.14455	12.0008
1.74137	13.2466
6.38128	16.7572
7.91146	33.2034
3.95443	0.601291
4.46233	-0.275783
1.63224	11.9458
6.09059	13.3794
7.2508	27.4822
8.14685	33.8123
4.67548	0.110711
5.77848	8.33073
7.61754	32.5909
9.46196	28.4462
7.65265	31.2775
6.33901	16.3527
6.62841	19.2224
3.96699	0.591718
0.91376	9.40694
6.22814	15.2927
0.256317	2.87816
9.65539	27.7166
5.9298	10.2104
6.06663	13.3055
6.87476	22.658
0.510649	5.67253
7.71468	33.524
8.22491	35.87
4.38184	-0.300516
2.1418	11.0862
7.65294	30.9696
1.69903	13.1031
2.44455	11.0609
9.81427	28.5656
1.53539	12.3721
6.21311	13.8995
1.06744	8.9749
6.97503	24.5528
7.98386	30.5263
6.57558	20.139
3.61984	2.10202
7.13508	26.5843
9.41879	28.9662
4.05545	0.233363
3.61579	2.51709
5.66159	7.49501
2.98447	6.98948
2.42127	10.2602
2.48292	10.4344
9.94556	24.0143
0.836453	8.76085
2.52238	9.51569
3.52423	3.0841
8.50898	35.3714
9.72512	25.1799
2.22569	10.8015
2.34668	10.1962
1.74562	12.1539
1.16372	11.1689
1.97312	12.0929
9.59737	29.976
6.97424	26.2791
5.92317	10.2391
0.787099	7.78139
5.93023	10.6551
7.95854	31.1012
1.66941	11.1397
2.56248	9.28755
3.38777	3.68458
7.79538	30.4778
4.26816	-0.194683
6.05713	11.6527
7.11393	25.5678
0.777076	7.23517
