0.0831986	0.736617	51.9226
1.87991	0.787679	709.729
0.189696	0.176964	2.88209
-0.633691	-0.651824	111.359
1.25722	-1.96195	1280.14
-1.47733	1.17153	99.678
0.152228	-1.72921	313.96
1.831	0.915374	606.566
0.158393	-1.29416	174.749
-0.692205	1.10244	42.1304
-1.58088	-1.94115	1839.85
-1.41527	-0.417697	591.811
-0.181829	1.71399	303.824
0.798856	0.481119	2.507
0.67308	-0.377133	71.7861
0.72504	-1.62469	439.362
1.07395	1.42512	8.05573
1.50567	-0.558698	838.674
0.601691	-1.65686	379.207
-1.11136	-1.91121	934.738
-1.78412	0.636743	662.699
1.7102	1.01489	357.968
-0.906992	-0.885213	321.889
-1.49577	1.20051	106.905
-0.0609026	0.430522	20.8899
1.50645	1.93492	12.3587
-0.123183	1.38832	189.816
-1.44527	-1.53097	1329.42
-0.701535	-0.666932	145.477
-1.84256	1.5127	344.273
-1.16516	-1.36548	746.207
1.54518	0.106823	515.281
1.62983	-1.20294	1549.39
1.92602	-0.0853807	1426.61
-0.18618	-1.75141	297.984
1.30438	1.372	11.9282
1.79751	-1.43068	1978.17
1.1605	0.636653	48.434
-0.983374	0.459602	27.0102
1.63536	-0.470844	989.66
0.27575	1.96843	390.918
1.80202	-0.880038	1635.94
-1.48834	-0.0264726	498.513
0.521475	-0.866239	125.88
1.05201	-0.71973	350.274
-1.00314	-1.44268	633.942
1.84491	-0.048638	1299.91
-0.220493	-0.62372	42.4909
0.306887	0.0422089	0.750503
-0.306524	-1.43426	230.547
-1.02154	0.467144	39.1765
0.037821	-1.8779	347.033
0.369754	0.62334	23.8365
-1.63102	-1.83031	2003.19
-1.64653	0.851243	335.254
0.962117	1.89629	98.9232
1.38042	1.61445	8.01627
-1.6085	-0.620086	1076.93
-1.32452	1.74676	5.4092
-0.718886	-0.55069	115.738
0.656805	-1.46938	350.569
1.65764	0.236314	687.987
1.77238	0.745732	620.45
-0.416979	-0.782685	99.1183
1.95066	1.17125	645.984
-1.68327	1.13278	269.736
-0.541762	1.37587	108.771
0.0804514	0.506291	25.5691
1.04972	1.4847	14.655
1.18659	1.24698	2.54855
0.527241	0.284939	0.214638
1.59068	-0.727254	1008.42
-0.670417	-1.84415	512.987
1.42047	0.474227	238.418
0.0805768	1.34219	193.593
-0.751007	-1.72835	565.555
0.850693	1.38362	45.3181
-0.921064	1.93434	115.545
0.0744805	0.0425928	1.02364
1.86968	1.56402	351.459
1.44262	1.85229	5.32537
-0.848638	-1.99509	718.467
-0.23608	0.6081	31.3979
-1.92676	-1.21006	2431.62
1.937	0.803091	905.285
-1.87923	0.779488	765.642
1.84601	-0.687435	1761.66
-1.58303	1.85393	49.1885
1.59237	-0.501278	858.048
-0.24655	-0.51116	34.2662
1.90602	-0.833975	2175.77
0.240572	-0.868404	82.0573
1.09775	-0.0311114	151.292
-0.0279875	0.11159	2.21603
-1.88003	-0.439753	1444.88
0.771767	1.1883	32.3639
1.18283	0.604859	63.115
-0.854505	1.20919	25.8572
1.18063	1.01866	15.0995
-1.27631	-0.89678	636.692
-1.99659	-1.85399	3419.96
1.89643	1.7032	362.839
1.08403	1.5678	16.6609
1.35264	1.17079	47.45
-1.40756	0.102579	337.199
-1.62688	0.868465	294.046
1.61843	0.0220234	701.976
0.146745	-1.67553	288.732
1.69573	-1.69128	2127.76
-0.251369	-1.13176	134.25
1.34183	0.359577	197.355
1.80718	1.87577	201.654
0.935418	1.87673	106.37
-1.26809	-0.340686	396.452
-0.585503	-1.96218	560.505
-1.7553	-1.32315	1986.27
-0.988008	-0.319541	171.836
-0.703994	-0.925059	212.922
-0.936502	-1.43919	497.019
0.00540535	-0.629124	38.9497
-1.87136	0.838643	760.645
-1.33264	1.2673	31.3103
1.35049	1.37756	19.8376
0.346251	-0.973433	130.76
-1.98701	1.81303	469.478
-0.153756	0.866365	72.3496
-1.50246	1.34743	85.4999
0.782681	0.469465	1.92803
-0.850439	0.0994357	45.3017
-1.79788	-0.62793	1393.16
1.75115	-0.701281	1477.02
-0.290107	0.390261	10.5927
0.464971	-1.02294	141.525
0.16189	-0.0379413	1.09167
1.11419	-1.11043	586.318
-0.951211	-1.25492	451.437
