0.1	0.3	0.3	0.3	
0.1	0.32	0.29	0.29	
0.13	0.31	0.28	0.28	
0.16	0.3	0.27	0.27	
0.19	0.29	0.26	0.26	
0.22	0.28	0.25	0.25	
0.21	0.31	0.24	0.24	
0.2	0.3	0.27	0.23	
0.19	0.29	0.26	0.26	
0.22	0.28	0.25	0.25	
0.25	0.27	0.24	0.24	
0.28	0.26	0.23	0.23	
0.27	0.25	0.22	0.26	
0.26	0.24	0.25	0.25	
0.25	0.23	0.24	0.28	
0.28	0.22	0.23	0.27	
0.27	0.21	0.26	0.26	
0.26	0.24	0.25	0.25	
0.29	0.23	0.24	0.24	
0.32	0.22	0.23	0.23	
0.31	0.21	0.22	0.26	
0.3	0.2	0.25	0.25	
0.29	0.19	0.28	0.24	
0.28	0.18	0.27	0.27	
0.31	0.17	0.26	0.26	
0.3	0.16	0.25	0.29	
0.33	0.15	0.24	0.28	
0.32	0.14	0.27	0.27	
0.31	0.13	0.3	0.26	
0.34	0.12	0.29	0.25	
0.33	0.15	0.28	0.24	
0.36	0.14	0.27	0.23	
0.35	0.13	0.26	0.26	
0.34	0.12	0.25	0.29	
0.33	0.11	0.24	0.32	
0.32	0.1	0.27	0.31	
0.31	0.1	0.29	0.3	
0.3	0.1	0.28	0.32	
0.29	0.1	0.3	0.31	
0.28	0.1	0.29	0.33	
0.3	0.1	0.28	0.32	
0.29	0.1	0.3	0.31	
0.31	0.1	0.29	0.3	
0.3	0.1	0.31	0.29	
0.29	0.1	0.33	0.28	
0.28	0.1	0.35	0.27	
0.27	0.1	0.34	0.29	
0.26	0.1	0.36	0.28	
0.25	0.13	0.35	0.27	
0.24	0.12	0.38	0.26	
0.23	0.11	0.37	0.29	
